"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City","Location"
"ybnm","Teppanyaki Delights @ Food Junction IOI City Mall","Asian","3.4","(28)","Putrajaya",""
"r9zx","Starbucks (IOI City Mall)","Coffee","4.7","(500+)","Putrajaya",""
"ej6m","Mee Tarik Warisan Asli (IOI Putrajaya)","Asian","4.5","(100+)","Putrajaya",""
"i4ia","Top Teppanyaki","Malaysian","4.7","(23)","Putrajaya",""
"j8au","MyEureka Snack Bar (IOI City Mall)","Snacks","5","(15)","Putrajaya",""
"q4om","Ichiban Ramen (IOI City Putrajaya)","Japanese","4.7","(100+)","Putrajaya",""
"d6pv","Penang Chendul @ IOI City Mall","Desserts","4.5","(100+)","Putrajaya",""
"ptl5","Ali, Muthu & Ah Hock (IOI City Mall)","Malaysian","4.7","(100+)","Putrajaya",""
"m4sw","DubuYo (IOI City Mall)","Korean","4.7","(500+)","Putrajaya",""
"q2sz","The Chicken Rice Shop (IOI City Mall)","Chicken","4.6","(1000+)","Putrajaya",""
"s4el","Baskin-Robbins (IOI City Mall Putrajaya)","Desserts","4.6","(100+)","Putrajaya",""
"o3en","Tony Romas (IOI City Mall)","Western","3.8","(100+)","Putrajaya",""
"kuce","Jungle House (IOI City Mall)","Juice","5","(6)","Putrajaya",""
"vkt6","Madam Croffle (IOI City Mall 2)","Desserts","4.9","(100+)","Putrajaya",""
"gzvt","Ori Station @ IOI Conezion Putrajaya","Bread","3","(1)","Putrajaya",""
"ky68","ParaThai (IOI City Mall)","Chinese","4.9","(11)","Putrajaya",""
"ezcz","Eato Enjoy Japanese Teppanyaki (IOI City Mall)","Japanese","3.5","(13)","Putrajaya",""
"p7aq","IndoAsli (IOI City Mall)","Asian","4.6","(100+)","Putrajaya",""
"apzt","Hana Japanese Teishoku Meals (IOI City Mall)","Malaysian","4.8","(5)","Putrajaya",""
"xshi","Sugirl Desserts (IOI City Mall 2)","Desserts","4.7","(6)","Putrajaya",""
"y7bu","Mak Lang Corner","Nasi Lemak","4.3","(100+)","Putrajaya",""
"ri84","Asam Pedas Premier (IOI City Mall)","Malaysian","4.9","(43)","Putrajaya",""
"yfa3","Chicken Rice @ Food Junction IOI City Mall","Asian","4.3","(12)","Putrajaya",""
"q8bx","Big Apple Donuts & Coffee (IOI City Mall)","Bread","4.8","(100+)","Putrajaya",""
"dlca","Kokoro Japanese Noodle Shop (IOI City Mall)","Ramen","3","(11)","Putrajaya",""
"u19u","Bhai Jim Jum (IOI City)","Fried Rice","4.5","(100+)","Putrajaya",""
"x8rk","Jollibee (IOI City Mall)","Fast Food","4.2","(100+)","Putrajaya",""
"pm1x","Food Junction IOI City Mall","Chicken","3.5","(15)","Putrajaya",""
"b8ir","Warung Che Ta (Putrajaya)","Chicken","4.1","(100+)","Putrajaya",""
"ta8m","Pop Meals (IOI City Mall)","Malaysian","4.7","(500+)","Putrajaya",""
"n8gb","BMS Organics (IOI City Mall)","Noodles","4.8","(100+)","Putrajaya",""
"xyi7","Sambal Sambal (IOI City Mall)","Asian","4.5","(11)","Putrajaya",""
"tzq9","Little Italy (IOI City Mall)","Pasta","4.7","(8)","Putrajaya",""
"en7d","Coco Loca, Coconut Shake (IOI City Mall)","Beverages","4.9","(10)","Putrajaya",""
"jkah","DIN by Din Tai Fung (IOI City Mall 2)","Asian","3.9","(11)","Putrajaya",""
"j6rw","Yoshidaya Udon (IOI City Mall)","Japanese","2.9","(10)","Putrajaya",""
"yih3","Black Whale (ioi City Mall 2)","Asian","4.8","(19)","Putrajaya",""
"ihtg","Mee Hiris China Muslim (IOI City Mall)","Asian","4.3","(11)","Putrajaya",""
"zg2c","S15 Ken-Chan Japanese Curry@ Food Junction IOI City Mall","Chicken","5","(24)","Putrajaya",""
"ul4n","Rice Bowl Tei Hanabi (IOI City Mall)","Japanese","4","(16)","Putrajaya",""
"opto","Ken Chan Curry (IOI City Mall)","Malaysian","4.7","(53)","Putrajaya",""
"ne1t","MEMORIE CAFE IOICITY MALL","Asian","5","(3)","Putrajaya",""
"eoy5","MyLaksa (IOI City Mall)","Malaysian","3.7","(100+)","Putrajaya",""
"h2wk","CHIZU (IOI City Mall)","Bread","4.5","(52)","Putrajaya",""
"ef8v","Ken-Chan Chicken (IOI City Mall)","Chicken","2.9","(25)","Putrajaya",""
"uhpd","Christine’s Bakery (IOI City Mall)","Cakes","4.9","(14)","Putrajaya",""
"vpwb","Happy Lemon (IOI City Mall)","Tea","4.8","(94)","Putrajaya",""
"byhm","Pasta & Co (IOI City Mall)","Pasta","4","(91)","Putrajaya",""
"j0v2","MyeongDong Topokki (IOI City Mall)","Korean","4.4","(100+)","Putrajaya",""
"s5ki","Mr. Tuk Tuk (IOI CIty Mall)","Thai","4.5","(93)","Putrajaya",""
"by4x","GSC (IOI City Mall)","Cakes","4.4","(39)","Putrajaya",""
"x53c","Western Cuisine @ Food Junction IOI City Mall","Asian","4.9","(12)","Putrajaya",""
"wmcy","Sany Char Kuey Teow Inspen","Fried Rice","4.5","(500+)","Putrajaya",""
"v8ny","Squid Boy (IOI City Mall)","Seafood","4.6","(500+)","Putrajaya",""
"l5hl","Takoyaki Presint 14 Putrajaya","Malaysian","4.8","(500+)","Putrajaya",""
"upe5","Pepper Lunch Express @ Food Junction IOI City Mall","Asian","4.3","(18)","Putrajaya",""
"mm8d","Dôme (IOI City Mall)","Desserts","4","(14)","Putrajaya",""
"wtyr","CHAGEE (IOI City Mall) 霸王茶姬","Tea","4.8","(100+)","Putrajaya",""
"o0wf","Mala Mala (IOI City Mall)","Asian","4.4","(100+)","Putrajaya",""
"b39v","Gerai Makan AmyYussof","Roti Canai","4.6","(1000+)","Putrajaya",""
"zzrl","JM Bariani House (iOi City Mall 2)","Pizza","4.8","(31)","Putrajaya",""
"xe3c","Food Empire Ioi City Putrajaya -  Chicken rice","Malaysian","4","(4)","Putrajaya",""
"n3eu","Texas Chicken (IOI City Mall)","Fast Food","4","(500+)","Putrajaya",""
"cjnp","Sup GearBox Utara","Malaysian","4.4","(66)","Putrajaya",""
"g5a7","Hot & Roll (IOI Mall Putrajaya)","Wraps","4.8","(83)","Putrajaya",""
"ufgp","Souper Tang (IOI City Mall)","Chinese","5","(17)","Putrajaya",""
"e2a4","Big Fish Small Fish IOI City Mall 2","Rice Dishes","2.8","(15)","Putrajaya",""
"tm44","Tropika","Western","4.9","(34)","Putrajaya",""
"n3ab","Laksa Kuah Pekat","Laksa","4.6","(100+)","Putrajaya",""
"msji","Juicy Fresh Juice Bar (IOI CITY MALL)","Malaysian","5","(43)","Putrajaya",""
"kcd7","Gloria Jean's Coffees @ Conezion IOI","American","5","(6)","Putrajaya",""
"d0en","Norain Nasi Goreng Ayam Special","Fried Rice","4.6","(2000+)","Putrajaya",""
"t5ta","No 7 Masakan Ibu","Malaysian","4.8","(1000+)","Putrajaya",""
"opnv","PAK ABU YONG TAU FOO","Malaysian","3.9","(3)","Putrajaya",""
"vn98","The Grass Dessert & Beverage (IOI City Mall Putrajaya)","Desserts","4.1","(52)","Putrajaya",""
"l409","Tealive (Conezion Commercial)","Bubble Tea","4.1","(100+)","Putrajaya",""
"q8cr","Burger King (IOI City Mall)","Burgers","4.5","(500+)","Putrajaya",""
"q8a6","ZUS Coffee (IOI Conezion Putrajaya)","Coffee","4.6","(500+)","Putrajaya",""
"aj31","SMOKIN'B","Burgers","4.9","(38)","Putrajaya",""
"b5zh","PRIME FIRE BY SMOKIN'B","Halal","4.3","(2)","Putrajaya",""
"w9zr","Azlina Selera","Malaysian","4.7","(1000+)","Putrajaya",""
"ikx2","ChaTraMue (IOI City Mall 2)","Thai","5","(14)","Putrajaya",""
"isti","Coolblog – IOI City Mall Putrajaya","Beverages","4.7","(87)","Putrajaya",""
"okv4","Penyet Express (IOI City Mall)","Ayam Penyet","4.8","(100+)","Putrajaya",""
"k3me","Satay Lot 10 (Warisan Haji Sarmo)","Satay","4.7","(100+)","Putrajaya",""
"fj9s","Ramen Seirock-Ya (IOI City Mall)","International","4.5","(3)","Putrajaya",""
"n8le","Boat Noodle (IOI City Mall)","Chicken","4.5","(500+)","Putrajaya",""
"i1wq","Food Empire IOI City Mall Putrajaya - DELICIOUS SHAWARMA","Middle Eastern","4.7","(14)","Putrajaya",""
"s1oq","Hogan Bakery (IOI City Mall)","Bread","4.7","(100+)","Putrajaya",""
"hm0p","D'Laksa (IOI Putrajaya)","Malaysian","4.6","(1000+)","Putrajaya",""
"d3pw","Food Empire Ioi City Putrajaya - Thai Fusion","Thai","5","(2)","Putrajaya",""
"qenf","CheeseU Bistro (IOI city mall )","Malaysian","5","(5)","Putrajaya",""
"em6d","Dapur Soho (Wisma Arma)","Fried Rice","4.5","(100+)","Putrajaya",""
"a975","Taco Bell (IOI City Mall Putrajaya)","Chicken","4.4","(100+)","Putrajaya",""
"c1ai","Ullia Seafood","Malaysian","4.6","(100+)","Putrajaya",""
"flbm","Kokobin Imagawayaki Exploding Wheel Pie -  IOI City Mall, Putrajaya","Asian","5","(3)","Putrajaya",""
"o0am","A&W (IOI City Mall)","Fast Food","4.5","(1000+)","Putrajaya",""
"e896","Warung Mok Imoh","Malaysian","4.5","(100+)","Putrajaya",""
"uzux","The Harry's","Malaysian","5","(9)","Putrajaya",""
"z0ew","Ummi Cafe","Ayam Penyet","4.6","(100+)","Putrajaya",""
"o0d6","Azla Maju","Fried Rice","3","(11)","Putrajaya",""
"bc4m","Kopi Saigon (Sunsuria)","Coffee","4.6","(100+)","Putrajaya",""
"sosi","KS Food Banting","Malaysian","3.7","(8)","Putrajaya",""
"lrt8","Tepen Yong Tau Foo Putrajaya","Noodles","4.7","(100+)","Putrajaya",""
"zyf7","Restaurant best kopitiam","Chinese","4.2","(41)","Putrajaya",""
"f8ey","Nasi Kukus Ayam Dara Pasir Putih (Putrajaya)","Malaysian","2.8","(26)","Putrajaya",""
"acp5","Restoran Nasir's maju","Malaysian","4.5","(88)","Putrajaya",""
"xbg4","Jaz Foodie Kitchen","Burgers","4.8","(26)","Putrajaya",""
