"StoreId","storename","FoodType","AverageRating","City","totalcustomer","totalreturningcustomer","totalreview"
eqfg,D Rose Cafe,Chicken Chop,4.4,Petaling Jaya,1,0,1
eqzg,Pizza 2 Go,Malaysian,5.0,Petaling Jaya,1,0,1
erqf,Quackteow (TTDI),Kuey Teow,4.6,Petaling Jaya,2,0,2
ertt,LAKSA KING,Seafood,4.1,Petaling Jaya,1,0,1
erzb,Ah B Kopitiam,Noodles,4.6,Petaling Jaya,35,4,41
eslt,YARLS KITCHEN,Chinese,4.2,Petaling Jaya,9,1,10
estt,Night Cheers ! - Metropolitan Square,Indian,2.2,Petaling Jaya,1,0,1
eu7n,TGV (1 Utama),Snacks,4.5,Petaling Jaya,2,0,2
eu9x,Mr Mac (Rasta TTDI),Pasta,4.6,Petaling Jaya,21,1,22
euql,Cafe Chef Wan (TTDI),International,4.8,Petaling Jaya,6,3,12
evem,Restoran Sari Ratu TTDI,Malaysian,4.2,Petaling Jaya,13,1,15
evv5,AVS MANI CORNER,Indian,4.5,Petaling Jaya,10,3,15
exi6,Golden Claypot Chicken,Malaysian,4.6,Petaling Jaya,2,0,2
ey63,Eato Enjoy Japanese Paradise (1 Utama Ken Chan),Malaysian,4.8,Petaling Jaya,1,0,1
ez1w,Restoran Ikan Bakar Portugese,Seafood,4.0,Petaling Jaya,18,1,19
f05k,Mangrove Restaurant (PJ),Malaysian,3.9,Petaling Jaya,3,0,3
f0yx,SHAWARMA WESTERN DELIGHT,Fast Food,3.9,Petaling Jaya,3,0,3
f10r,Stacks,Japanese,4.3,Petaling Jaya,19,1,20
f1rt,Kepak Ayam Madu,Chicken,4.7,Petaling Jaya,6,1,7
f1zu,Lid Tomyam,Fried Rice,4.0,Petaling Jaya,95,7,104
f2ih,D’HAMODAL CAFE,Malaysian,4.8,Petaling Jaya,315,67,456
f2rh,NASI AYAM GEPREK KOTA DAME,Chicken,4.7,Petaling Jaya,113,10,127
f2tf,小小炒海鲜 （Neighbourhood Food Court）,Fried Rice,3.6,Petaling Jaya,3,0,3
f2yc,Restoran De Fook Hong Kong Seafood,Chinese,3.2,Petaling Jaya,3,0,3
f394,Mirage Coffee - Jaya One,Beverages,4.9,Petaling Jaya,2,0,2
f3bs,Only Delights @ Kelana Jaya,Juice,5.0,Petaling Jaya,1,0,1
f3hl,BUS STOP CAFE TTDI,Burgers,4.4,Petaling Jaya,14,1,15
f4zs,Lai Foong Lala Noodles 丽豐啦啦米 (PJ Uptown branch),Asian,4.5,Petaling Jaya,17,2,19
f5cs,Boon Signature Roast Pork,Chinese,4.4,Petaling Jaya,12,1,13
f6oh,BlackBall (Atria Shopping Gallery),Desserts,4.1,Petaling Jaya,13,0,13
f6pl,YADAVI CLAYPOT HOME PJ,Indian,4.8,Petaling Jaya,26,7,37
f7si,RESTORAN WARISAN BRIYANI & KANDAR,Malaysian,2.6,Petaling Jaya,4,0,4
f8d7,NASI LEMAK DEPAN TNB RESIDENT,Nasi Lemak,4.6,Petaling Jaya,7,1,10
f8lu,Restoran Ikan Singgang,Malaysian,4.4,Petaling Jaya,45,4,49
f9hn,The Fire Korean Restaurant,Korean,4.8,Petaling Jaya,1,0,1
f9rv,KaijuCrunch Matahari Mall,Snacks,4.6,Petaling Jaya,10,2,12
faed,Restoran Sayang Salhah,Soups,4.5,Petaling Jaya,3,0,3
fb3w,Wonderful Mondays,Asian,4.9,Petaling Jaya,1,0,1
fckk,lx fortune food,Chinese,4.9,Petaling Jaya,2,0,2
fdkk,Gem Restaurant Damansara,Asian,4.1,Petaling Jaya,7,1,8
fe3i,RICHIAMO COFFEE UITM PUNCAK ALAM,Malaysian,4.2,Petaling Jaya,5,0,5
fekd,Manjoe Taiwanese Dumplings (Paradigm Mall),Chinese,4.9,Petaling Jaya,6,0,6
fetp,NASI LEMAK KAK ZAH,Nasi Lemak,4.8,Petaling Jaya,60,7,69
fg3q,"Khaw, Coffee & Co",Malaysian,3.4,Petaling Jaya,3,0,3
fg6j,POKPOK Skewers & Noodles Damansara Uptown,Asian,5.0,Petaling Jaya,1,0,1
fghk,Amma’s Spicy Curry House,Rice Dishes,4.7,Petaling Jaya,11,2,13
fhbc,Cheesecake Zowa @ kEATchen,Desserts,3.0,Petaling Jaya,5,0,5
fhjl,Warung Ayam Pecak (PJ Sentral),Chicken,4.8,Petaling Jaya,18,1,19
fkfp,Arabian Delights (Wisma Ali),Middle Eastern,5.0,Petaling Jaya,2,0,2
fkfu,Goreng Pisang Cheese Leleh (kampung muhibbah),Pisang Goreng,4.9,Petaling Jaya,5,0,5
fm5n,Jiu Yi Cha Ji,Malaysian,4.7,Petaling Jaya,12,1,13
fmh1,RESTORAN RABIHA,Malaysian,4.6,Petaling Jaya,390,70,542
fmzn,AVENUE BISTRO (Empire Damansara),Malaysian,4.4,Petaling Jaya,47,1,48
fn1v,Madam Sara Thai Food (Plaza Mont Kiara),Asian,1.8,Petaling Jaya,1,0,1
foet,Kuih Express @ Ruang Temu,Malaysian,4.9,Petaling Jaya,1,0,1
foxj,Restoran Zayan Bistro,Malaysian,4.3,Petaling Jaya,16,0,16
fp5r,D'Siantan Seafood @ Lid Tomyam,Malaysian,4.3,Petaling Jaya,34,1,37
fppb,Che’Nor Outlet Cafe ( Damansara Perdana ),Porridge,4.5,Petaling Jaya,99,16,118
fprz,Me’nate Steak Hub (Petaling Jaya),Western,4.4,Petaling Jaya,9,2,11
fpup,Family Tomyam 2 (Jalan 17/1A),Malaysian,2.4,Petaling Jaya,4,0,4
frp0,Restoran Tropikiri Penang Prawn Mee,Chinese,4.4,Petaling Jaya,1,0,1
fsi5,RaRa's Ville,Pancakes & Waffles,4.8,Petaling Jaya,8,2,10
fsqe,Harum Manis (Ara Damansara),Asian,4.6,Petaling Jaya,37,2,39
ftb8,Nipis Pizza (Damansara Perdana),Pizza,3.7,Petaling Jaya,2,0,2
fttf,SURIA TOMYAM SEAFOOD,Malaysian,3.2,Petaling Jaya,4,0,4
fuo9,Sunny Lamb Traditional Apam Balik PJ2,Malaysian,5.0,Petaling Jaya,2,0,2
fvmr,Wake Me Up Cafe,Salads,4.9,Petaling Jaya,2,0,2
fvql,Med Mex (The Starling),Wraps,4.5,Petaling Jaya,2,0,2
fw07,House Of Kendal,Beverages,4.8,Petaling Jaya,3,1,4
fwbb,Chop It! (COOX Glo Damansara),Asian,4.5,Petaling Jaya,2,1,5
fwnu,KABIN DOCKERS,Asian,4.7,Petaling Jaya,5,0,5
fxq5,Hup May Restaurant Q Crispy Popiah,Chinese,1.0,Petaling Jaya,1,0,1
fy81,Amigos Restaurant,Chicken,4.8,Petaling Jaya,8,2,11
fyon,Costa Coffee (TTDI),Beverages,4.4,Petaling Jaya,5,0,5
fzqs,Mike’s chicken rice,Chicken,4.8,Petaling Jaya,2,0,2
g090,HS City Bakery & Food,Curry,4.9,Petaling Jaya,6,0,6
g0qu,Ayam Gepuk Pak Gembus (Pelangi),Fried Chicken,4.4,Petaling Jaya,146,18,173
g0v9,Restoran Sree Ganesh,Asian,4.2,Petaling Jaya,21,2,23
g0wy,Hot plate & claypot,Noodles,3.9,Petaling Jaya,15,1,16
g0ys,CHUNZ (Paradigm Mall),Pizza,4.7,Petaling Jaya,6,0,6
g1bm,Uncle Lee Chicken Rice,Chicken,4.7,Petaling Jaya,10,0,10
g1n6,Madam Croffle (The Curve),Desserts,4.7,Petaling Jaya,23,4,27
g1t0,Renchah Hasanah,Fried Rice,4.7,Petaling Jaya,9,1,29
g1u3,Mee Hiris China Muslim (Jaya Shopping Centre),Asian,4.4,Petaling Jaya,9,1,10
g2ca,Ara Indah Thai Food,Thai,4.6,Petaling Jaya,224,42,299
g2wh,Restoran Eman-z,Chicken,4.8,Petaling Jaya,3,0,3
g346,ANI SUP UTARA LOTUS ARA DAMANSARA,Soups,4.3,Petaling Jaya,32,2,34
g3hm,好仪记Mandy’s Delight@Bandar Sri Damansara,Chicken,4.2,Petaling Jaya,12,0,12
g3yt,"The Brew House (Dataran Sunway, Kota Damansara)",Asian,4.7,Petaling Jaya,3,0,3
g41g,Nasi Lemak Ajoy,Nasi Lemak,4.7,Petaling Jaya,20,2,27
g4nj,SQUID BOY (TROPICANA GARDEN MALL),Seafood,4.3,Petaling Jaya,2,0,2
g4pw,Chicken by Won Chicken Rice (Mutiara Damansara),Chicken,4.5,Petaling Jaya,35,2,38
g4zi,Xiong Nong Restaurant,Chinese,3.9,Petaling Jaya,2,0,2
g5dd,MAKAN @ IN THE CLOUDS CAKES,Asian,3.7,Petaling Jaya,1,0,1
g5mo,Mohammad Wok Kitchen (Damansara Perdana),Malaysian,4.6,Petaling Jaya,73,10,98
g5p5,The Museum (Starling Mall),Chinese,4.4,Petaling Jaya,20,2,27
g5wn,Senandung Kambing Bakar (Uptown Kota Damansara),Briyani,4.2,Petaling Jaya,2,0,2
g62f,Saffron Shawarma,Middle Eastern,5.0,Petaling Jaya,2,0,2
g670,MamaDang,Malaysian,3.8,Petaling Jaya,14,2,16
g765,Kafe Aneka Rasa Ainie,Malaysian,5.0,Petaling Jaya,1,0,1
g87c,Nasi Kukus Rimba Signature,Malaysian,2.9,Petaling Jaya,1,0,1
g8gg,Y&S Bak Kut Teh (SS2),Asian,4.3,Petaling Jaya,1,0,1
g8ld,Western (Lotuss Foodcourt Ara Damansara),Chicken Chop,2.7,Petaling Jaya,6,0,6
g9gj,Der Fried Chicken,Fried Chicken,4.8,Petaling Jaya,19,3,25
g9s7,Eddy & Pak Mod Tomyam Seafood,Fried Rice,4.5,Petaling Jaya,262,29,308
gbe6,Warisan Popiah Pak Hassan Kuala,Mee Goreng,4.2,Petaling Jaya,17,3,21
gcbv,Yong Tau Foo Melayu (Kota Damansara),Asian,5.0,Petaling Jaya,1,0,1
gcds,Din Canai Cafe,Malaysian,3.5,Petaling Jaya,3,0,3
gcoc,Pasta & Rice Co (Seksyen 14) (EFMC),Chicken,3.6,Petaling Jaya,34,0,34
gd56,The Choi's,Korean,4.8,Petaling Jaya,6,1,7
gdxg,Daily Fresh (The Curve),Pancakes & Waffles,4.5,Petaling Jaya,20,3,23
ge5m,Nasi Kandar Ali Bistro (Petaling Jaya),Indian,4.2,Petaling Jaya,15,0,15
geiu,"1990 Viet Cafe (PJ Icon City)",Beverages,5.0,Petaling Jaya,9,2,15
gf83,Pizza Bean (Seksyen 17),Pizza,4.2,Petaling Jaya,5,0,5
ggm7,Kopi Saigon Kelana Jaya @ Warong Geprek,Beverages,4.8,Petaling Jaya,19,6,29
ggq3,Royal Pacific,Asian,4.2,Petaling Jaya,8,1,9
ghlw,Damai Bistro,Thai,2.4,Petaling Jaya,5,0,5
ghv5,Nam Heong Ipoh (1 Utama),Noodles,4.3,Petaling Jaya,64,4,72
gid4,AYAM PENYET BERAPI NO 85,Ayam Penyet,4.6,Petaling Jaya,8,1,10
gjhq,Richiamo Coffee Ara Damansara,Western,4.7,Petaling Jaya,2,0,2
gjwv,Gomommy foods,Asian,4.6,Petaling Jaya,16,1,17
goie,Chilly Spoon,Curry,3.8,Petaling Jaya,2,0,2
gp2h,SmashHouse Burgers - Foodle (The Strand Mall),Asian,4.2,Petaling Jaya,30,2,33
grww,Two Peck Crispy Chicken (Sunway Giza Mall),Fast Food,4.8,Petaling Jaya,4,1,5
gti8,Kapitan Tandoori House PJ,Asian,4.3,Petaling Jaya,17,2,19
gtjd,Ipoh Canning Garden Chee Cheong Fun,Malaysian,4.6,Petaling Jaya,18,3,22
gtol,Shahera maju restaurant,Malaysian,2.8,Petaling Jaya,4,0,4
gucx,Singapore Wok,Chinese,3.9,Petaling Jaya,9,3,12
gv29,Nasi Lemak Goat,Indian,5.0,Petaling Jaya,1,0,1
gv9v,"72 Restaurant",Chicken,4.6,Petaling Jaya,1,0,1
gvih,Mr. Fish & Friends (The Curve),Seafood,4.2,Petaling Jaya,7,0,7
gw58,COSY COW BURGER,Malaysian,4.2,Petaling Jaya,14,0,14
gy49,I Love Yoo! (Paradigm Mall),Asian,4.4,Petaling Jaya,17,1,18
gyb8,NJ Dessert Land,Malaysian,4.8,Petaling Jaya,3,0,3
gyvh,Mr Churros - Kota Damansara,European,4.9,Petaling Jaya,16,0,16
gz9h,BMS Organics (Village Grocer Sunway Giza),Healthy,4.6,Petaling Jaya,2,0,2
gzbc,Master Burger SS2,Burgers,4.9,Petaling Jaya,3,0,3
h0bd,Little Bentong Street Hainanese Cafe 文冬为食街海南餐厅,Malaysian,4.4,Petaling Jaya,17,3,21
h1vi,Warung Ayu S|H,Rice Dishes,4.5,Petaling Jaya,15,4,19
h2iy,Restoran Al-Safa ( Seksyen17),Roti Canai,4.6,Petaling Jaya,56,9,96
h2rl,Satay RCD,Satay,4.7,Petaling Jaya,15,1,17
h3dt,Ramly burger sec 6,Healthy,4.8,Petaling Jaya,16,3,19
h414,AiJiak Penang Food,Malaysian,4.7,Petaling Jaya,2,1,3
h418,Nasi Lemak Cikpah De'Tangga,Malaysian,4.7,Petaling Jaya,2,0,2
h4ie,Little Italy (Paradigm Mall),Pasta,2.4,Petaling Jaya,2,0,2
h65c,Ainul Cookies & Coffee,Beverages,5.0,Petaling Jaya,5,0,5
h6uu,HAMZAH ROTI CANAI,Roti Canai,4.8,Petaling Jaya,14,1,17
h859,Santai Restaurant & Cafe (TTDI),Malaysian,4.7,Petaling Jaya,11,2,13
h8yr,Yun Kei Chicken Rice,Asian,4.9,Petaling Jaya,5,0,5
h943,Restoran Mahesha,Asian,4.2,Petaling Jaya,18,2,20
h9os,ABE JOE NASI PAKU DENAI ALAM,Malaysian,4.6,Petaling Jaya,76,7,83
ha3g,Satay King @ Restoran Coffeeman,Malaysian,4.2,Petaling Jaya,25,4,32
hadh,Chef Takoyaki - Kelana Jaya,Malaysian,4.7,Petaling Jaya,12,2,14
hd38,Kokobin Imagawayaki Exploding Wheel Pies-BANDAR UTAMA,Asian,5.0,Petaling Jaya,3,0,3
hdj5,Ngopdul Coffee PJ,Malaysian,2.8,Petaling Jaya,4,0,4
helt,ITIK SHACK @ THE PADDOCK,Malaysian,4.1,Petaling Jaya,4,0,4
hfed,Restoran Yuen Kee Home Town Steamed Fish,Chinese,4.6,Petaling Jaya,13,2,17
hga6,Shawarma Station (Tropicana Garden Mall),Middle Eastern,4.6,Petaling Jaya,2,0,2
hgto,CHARISMA PASTRY,Malaysian,5.0,Petaling Jaya,4,1,7
hhdi,Ipoh Shredded Chicken Hor Fun - 8888 Restoran [Non-Halal],Chinese,4.7,Petaling Jaya,2,0,2
hjuc,Yaki Haven (Tropicana Gardens Mall),Japanese,5.0,Petaling Jaya,2,0,2
hkpf,RESTORAN EDAR AL-NISHA,Roti Canai,4.3,Petaling Jaya,11,3,16
hlfh,Thai House Restoran,Fried Rice,4.1,Petaling Jaya,25,2,27
hm8p,Union Artisan Coffee - Centrepoint,Bread,4.0,Petaling Jaya,1,0,1
hmcl,Nasi Lemak Cik Anie (H.A Klasik),Asian,4.6,Petaling Jaya,2,0,2
ho3k,Restoran Aina (Tmn Impian Baiduri),Fried Rice,4.7,Petaling Jaya,16,2,18
ho5r,Haruka Bakery (IPC),Cakes,4.5,Petaling Jaya,6,0,6
ho8l,FRIENDSHIP PORK STOMACH & CHICKEN CLAYPOT SOUP,Chinese,1.0,Petaling Jaya,1,0,1
hoo3,Restoran Manja Corner,Malaysian,4.7,Petaling Jaya,2,0,2
hqot,Burger 678,Burgers,4.5,Petaling Jaya,2,0,2
hsg4,Zambyte Burger,Burgers,4.7,Petaling Jaya,4,0,4
hsrb,Luck Bros Kopi - Kota Damansara (at TheMINs),Asian,5.0,Petaling Jaya,5,1,8
hsvz,Cik Bunga Kitchen,Chicken,4.7,Petaling Jaya,4,1,5
htgs,Mr Churros (Mutiara Damansara),Asian,5.0,Petaling Jaya,2,0,2
hux7,Richeese Factory (1 Utama),Asian,4.3,Petaling Jaya,473,39,526
huye,tofu chacha,Malaysian,4.1,Petaling Jaya,19,2,25
hxpk,Wee Waffle,Desserts,4.0,Petaling Jaya,1,0,1
hyp0,ASAM PEDAS IMAN,Chicken,4.3,Petaling Jaya,31,5,42
hz74,Poolview Cafeteria,Chicken,4.5,Petaling Jaya,3,0,3
i269,NOODLE ART,Malaysian,4.6,Petaling Jaya,7,0,7
i2cp,Pasta Crafters (Tropicana Gardens Mall),Asian,4.5,Petaling Jaya,6,0,6
i2ea,Nasi Campur Annur Tanjung (Foodcourt),Malaysian,4.9,Petaling Jaya,1,0,1
i2su,The Ship (PJ Centrestage),Western,4.9,Petaling Jaya,1,0,1
i37a,Foodie Express @ Taman Petaling Utama,Asian,4.2,Petaling Jaya,4,0,4
i3ar,和樂屋 Warakuya Japanese Restaurant (Kota Damansara),Japanese,4.4,Petaling Jaya,20,1,21
i3br,Le Petit Paris,Asian,5.0,Petaling Jaya,2,0,2
i4a6,Mie Ayam Mentari,Noodles,4.8,Petaling Jaya,10,2,12
i4sl,Kedai Nasi Ayam Tempayan Ustaz,Chicken,4.7,Petaling Jaya,29,2,31
i65y,Malati Cafe,Indian,4.8,Petaling Jaya,23,1,25
i6rn,Keropok Lekor Asli Terengganu Dapor Che Esah,Malaysian,4.6,Petaling Jaya,7,2,9
i7bb,Kafe Che',Chicken,4.5,Petaling Jaya,1,0,1
i7lo,RESTORAN A MADINA,Roti Canai,4.7,Petaling Jaya,4,0,4
i8lq,Auntie Kim's Chee Cheong Fun,Chinese,4.5,Petaling Jaya,1,0,1
i8v9,Burger The Boss,Burgers,4.8,Petaling Jaya,6,0,6
i9a2,air kelapa muda coconut shake SS 3 pj,Beverages,4.6,Petaling Jaya,2,0,2
i9qh,Restoran D'Alissa Thai,Thai,4.5,Petaling Jaya,34,6,41
ia3u,AROMATIC KITCHEN,Malaysian,5.0,Petaling Jaya,3,0,3
ibly,Daorae (SS2),Soups,4.5,Petaling Jaya,5,0,5
icz1,LiHO Tea (1 Utama),Beverages,4.7,Petaling Jaya,9,0,9
igju,Tang Sui Jie 糖水姐 SS2,Desserts,4.7,Petaling Jaya,1,0,1
ih15,USJ CHILI PANMEE (ARA DAMANSARA),Noodles,4.7,Petaling Jaya,3,1,4
ihct,Ah Tok Mee Kari @ The Podium Penchala,Asian,5.0,Petaling Jaya,1,0,1
ihv5,Two Brothers' Cafe,Bread,4.8,Petaling Jaya,10,2,12
ijan,Tim Fook Kopitiam 添福茶餐室,Malaysian,4.8,Petaling Jaya,7,0,7
ik1f,Little Bourke,Western,5.0,Petaling Jaya,2,0,2
ikjb,Oldtown White Coffee (Jaya One),Asian,4.6,Petaling Jaya,14,0,14
iliq,WPS Cafe,Asian,4.2,Petaling Jaya,1,0,1
ilp9,Astons Specialities (1 Utama),Western,3.9,Petaling Jaya,1,0,1
imuf,"Coco Loca, Coconut Shake (Taman Megah)",Beverages,4.9,Petaling Jaya,4,0,4
ip63,Restaurant Saravanaa Bhavan TTDI,Asian,3.5,Petaling Jaya,1,0,1
ipgc,Burgerbob semut,Burgers,4.9,Petaling Jaya,16,2,19
ira5,XLL Malahotpot Restaurant香辣辣麻辣香锅 (SS2),Asian,4.4,Petaling Jaya,33,6,39
ircp,Takoyaki Lover,Asian,5.0,Petaling Jaya,2,1,3
iu0q,Pasta Mafia @ Shell Damansara Jaya,Italian,4.9,Petaling Jaya,2,0,2
ius1,AWE NASI BERLAUK KELANTAN,Asian,4.4,Petaling Jaya,22,2,25
iuti,Western & Rotisserie (Bite Club),Western,4.4,Petaling Jaya,1,0,1
iuzk,Baker's Cottage (PJ Uptown),Chicken Rice,4.8,Petaling Jaya,41,5,50
iv4k,GOLD TEA CAFE,Asian,4.3,Petaling Jaya,2,0,2
ivp5,Nelson's (Jaya Shopping Centre),Pancakes & Waffles,4.9,Petaling Jaya,12,1,13
iw85,Tokan Burger,Burgers,5.0,Petaling Jaya,4,0,4
ixx9,Mama Mia's Kitchen,Malaysian,4.8,Petaling Jaya,28,4,32
j0ih,Zi Yan Fish Head Noodle,Beverages,4.5,Petaling Jaya,1,0,1
j0ne,Nasi Ahmad (KD - SS3),Chicken,4.7,Petaling Jaya,74,8,83
j1f1,with MIN,Korean,5.0,Petaling Jaya,1,0,1
j1rs,Pisang Goreng PJ Seksyen 8,Malaysian,4.7,Petaling Jaya,37,5,50
j1zs,Koffie Lane (32 Square),Beverages,4.5,Petaling Jaya,13,1,14
j3jw,Caffe Pascucci,Sandwiches,4.9,Petaling Jaya,5,1,6
j3pc,Mus Burger & Tom Yam,Malaysian,4.6,Petaling Jaya,17,1,18
j5do,TheLuckyBeanie Nasi Lemak Stall,Nasi Lemak,4.6,Petaling Jaya,1,0,1
j5ip,Dara Burger Bakar-TTDI,Burgers,5.0,Petaling Jaya,4,0,4
j5nw,five cafe,Asian,4.6,Petaling Jaya,4,1,6
j6jf,AYO Fried Chicken (Kota Damansara),Chicken,4.6,Petaling Jaya,18,1,19
j7ck,Taiwan Tea House (PJ SS2),Chinese,4.7,Petaling Jaya,79,3,82
j86b,Restoran Ewa,Asian,4.8,Petaling Jaya,4,0,4
j8dk,La Shawarma Station,Shawarma,4.5,Petaling Jaya,2,0,2
j8pr,Abang Apron,Thai,4.0,Petaling Jaya,1,0,1
j8zg,RESTORAN MUTIARA D MAJU,Roti Canai,4.5,Petaling Jaya,40,6,46
jak3,BURGER BOSSKU (PRIMA DAMANSARA),Asian,4.4,Petaling Jaya,7,1,8
jar7,Warung Jabit KJ,Asian,4.9,Petaling Jaya,17,5,25
jb12,Restoran Kampung Pak Kopi Kaw 濃的傳人,Chinese,4.6,Petaling Jaya,19,2,22
je5w,Personal Caffeine,Desserts,5.0,Petaling Jaya,2,0,2
jfbl,Warung Pojok,Asian,4.6,Petaling Jaya,3,0,3
jfif,Singapore Teochew Hawker,Soups,4.0,Petaling Jaya,7,2,14
jjgp,Everyday Roastery Kota Damansara,Bread,3.6,Petaling Jaya,11,1,12
jjvb,Restoran Jamal Mohamed (Kelana Jaya),Malaysian,4.8,Petaling Jaya,9,0,9
jk82,Eko Cafe @ Eco Forest,Nasi Lemak,4.9,Petaling Jaya,9,0,9
jk8x,Yolé (1Utama),Desserts,4.9,Petaling Jaya,2,0,2
jl64,DailyTree Vegetarian,Asian,4.6,Petaling Jaya,34,2,38
jmdf,Ping’s Rice Bowls and Noodles (COOX Glo Damansara),Asian,1.0,Petaling Jaya,1,0,1
jmqf,OINK MEE,Noodles,4.4,Petaling Jaya,2,0,2
jn7z,Ali rojak cendol,Sandwiches,3.9,Petaling Jaya,3,0,3
jno1,Double Happiness Sweet Dessert (Kota Damansara),Malaysian,4.4,Petaling Jaya,3,0,3
jpi8,Sushi Hiro (SS2),Sushi,4.6,Petaling Jaya,8,0,8
jrtu,Semarak Corner,Fried Rice,4.7,Petaling Jaya,24,6,32
jsoa,Amazing Bakes,Cakes,3.2,Petaling Jaya,3,0,3
jsvy,TWW HOUSE,Cakes,4.3,Petaling Jaya,10,0,10
jt79,"Hey Wok - COOX, (GLO DAMANSARA)",Asian,4.9,Petaling Jaya,1,0,1
jtb1,Mixue ( SS2 PJ MXSS2PJ-B),Malaysian,4.8,Petaling Jaya,19,0,19
jtmt,新青山阿华福建面(总行) RestoranAhwaHokkienMee(PJ222),Chinese,4.1,Petaling Jaya,1,0,1
juc7,Jali Cafe,Roti Canai,4.8,Petaling Jaya,13,3,20
jv4v,Restoran Serai Mas,Nasi Kukus,4.5,Petaling Jaya,17,2,20
jxjh,BIANG BIANG NOODLE BAR @ SS2,Noodles,4.9,Petaling Jaya,5,0,5
jxoc,Mat Rock Ayam Goreng Kunyit (Kota Damansara),Chicken,4.6,Petaling Jaya,168,23,211
jy1n,K.T.Z. Food Xprezz (SS2),Asian,4.7,Petaling Jaya,76,20,119
jybq,KBN KING'S SEREMBAN BEEF NOODLE,Asian,4.7,Petaling Jaya,6,2,10
jzei,Restoran Iskandar Bistro,Malaysian,4.5,Petaling Jaya,56,14,95
k06t,FARZANA CORNER,Malaysian,4.4,Petaling Jaya,234,32,293
k0az,Black Canyon (One Utama),Tom Yum,4.4,Petaling Jaya,35,4,41
k0ed,Lesung Batu - SS3,Snacks,4.4,Petaling Jaya,6,1,11
k1aw,JALIL APAM BALIK,Pancakes & Waffles,4.5,Petaling Jaya,1,0,1
k1d3,CAVEMAN COFFEE,Malaysian,4.7,Petaling Jaya,3,0,3
k1h3,Indian Flavours,Indian,2.7,Petaling Jaya,3,0,3
k21f,Butter Burgers,Burgers,4.5,Petaling Jaya,20,3,25
k2ec,J.CO Donuts & Coffee (THE CURVE),Bread,4.8,Petaling Jaya,57,3,62
k3h0,Kim Lian Kee (Jaya One),Fried Rice,4.4,Petaling Jaya,26,1,27
k3h7,Yoshidaya Udon (1 Utama Ken Chan),Desserts,4.5,Petaling Jaya,10,0,10
k4ua,"Ali, Muthu & Ah Hock Kopitiam (Oasis Square)",Malaysian,4.5,Petaling Jaya,23,0,23
k5ap,RESTORAN NUR IQBAL MAJU,Malaysian,4.4,Petaling Jaya,45,5,52
k5z0,Nam Chuan Hainan Kopitiam (PJ),Chinese,4.6,Petaling Jaya,49,6,58
k6t1,Rahmad Sambal Hijau,Asian,4.7,Petaling Jaya,207,20,233
k6ux,Tako Hangat (Kota Damansara),Takoyaki,4.5,Petaling Jaya,14,2,16
k9bv,Lao Gang Restaurant 老港城家乡味小厨,Chinese,4.5,Petaling Jaya,9,0,9
k9jp,Mykori Dessert Cafe (Kota Damansara Dataran Sunway),Desserts,4.2,Petaling Jaya,12,0,12
kb6t,Bread History (Sunway Giza Mall),Cakes,4.5,Petaling Jaya,28,0,28
kb8h,Malgudi Indian Cuisine (5),Chicken,2.7,Petaling Jaya,1,0,1
kbh6,Cafe Cik Puan,Malaysian,3.8,Petaling Jaya,2,0,2
kdef,Taste Of The Orient,Chinese,4.5,Petaling Jaya,18,1,19
ke7n,Pak Ali Cafe,Malaysian,3.9,Petaling Jaya,1,1,2
kep1,W PLACE,Asian,4.8,Petaling Jaya,1,0,1
ker7,Gantetsu Hokkaido Ramen (1 Utama),Ramen,4.3,Petaling Jaya,3,0,3
kh6b,PastryVille (Jaya One),Cakes,3.3,Petaling Jaya,2,0,2
khnb,Pakopi 1969 Kota Damansara,Beverages,5.0,Petaling Jaya,2,0,2
kig6,GSC (1 Utama),Cakes,4.9,Petaling Jaya,3,1,4
kj6f,Nasi Ayam Geprek King sungai Buloh 2,Chicken Rice,4.7,Petaling Jaya,13,0,13
kjk3,Dapur Wawa,Cakes,4.8,Petaling Jaya,4,0,4
kjtp,Penang Famous Food - COOX (Glo Damansara),Desserts,4.5,Petaling Jaya,8,1,9
kk6t,SALA (Starling),Vegan,4.1,Petaling Jaya,2,0,2
kkjz,Heemo's Pizza (Cova Square),Asian,5.0,Petaling Jaya,2,0,2
kkxc,Mr Vegan,Vegetarian,4.5,Petaling Jaya,2,0,2
km1c,Mamu Deep & Tok Mie Kitchen - PJU 6,Malaysian,4.9,Petaling Jaya,1,0,1
kmog,Hercaa (Village Market Hall Tropicana Gardens Mall),Beverages,4.9,Petaling Jaya,2,0,2
kmvx,Fish & Co. (Paradigm Mall),Seafood,4.5,Petaling Jaya,12,1,13
kn4n,Ajuuma - Damansara Utama,Korean,4.8,Petaling Jaya,17,1,18
knwk,Man Laksa ( Makan Heritage Kota Damansara),Laksa,4.7,Petaling Jaya,5,0,5
kpav,Kee Nguyễn (TTDI),Beverages,5.0,Petaling Jaya,3,1,4
kqyd,Boran Classic Thai Street Food (Seapark),Asian,4.6,Petaling Jaya,84,12,99
kufj,Apam Balik & Co.,Pancakes & Waffles,4.5,Petaling Jaya,5,0,5
kwhh,Sky Pasta Cafe,Pasta,4.6,Petaling Jaya,12,2,14
kwqn,Lettuce & Rise (Tropicana Gardens Mall),Seafood,4.6,Petaling Jaya,16,0,16
