"StoreId","storename","FoodType","AverageRating","City","totalcustomer","totalreturningcustomer","totalreview"
a05y,Candies Inn,Malaysian,4.1,Kuala Lumpur,1,0,1
a0cn,Burnin' Pit,Western,4.6,Kuala Lumpur,2,0,2
a0qm,Restoran Leo Corner by Suriani,Asian,4.2,Kuala Lumpur,11,0,11
a0rq,Lebai Western Food,Pasta,4.4,Kuala Lumpur,9,2,11
a0sz,Kari Kepala Ikan AB Corner Wangsa Maju,Chicken,4.5,Kuala Lumpur,127,20,155
a0xg,Ramen Bankara (Avenue K),Japanese,4.8,Kuala Lumpur,1,0,1
a1h8,NASI KUKUS AYAM GORENG BEREMPAH,Malaysian,3.5,Kuala Lumpur,1,0,1
a1kf,Gerai Nasi Ayam Panggang Air Asam,Chicken,4.7,Kuala Lumpur,6,0,6
a1r1,D'selera Tomyam & Masakan Panas,Malaysian,4.6,Kuala Lumpur,24,3,27
a2fc,KungFu Sushi (M3 Shopping Mall),Sushi,2.9,Kuala Lumpur,4,0,4
a2my,Restoran anandur,Malaysian,4.4,Kuala Lumpur,7,0,7
a2tq,Grill Food Teppanyaki,Malaysian,4.6,Kuala Lumpur,8,0,8
a38n,"KAK YAH NASI LEMAK (TAMAN MELATI, GOMBAK)",Nasi Lemak,4.8,Kuala Lumpur,129,27,179
a3c6,UR SNACK,Western,4.1,Kuala Lumpur,24,7,34
a3cj,Restoran Insaf Signature ( Restoran Insaf Lama),Briyani,4.5,Kuala Lumpur,19,1,21
a3el,Jie Shien 日善( Japanese Tappanyaki & Ramen ) No Pork,Chinese,4.9,Kuala Lumpur,1,0,1
a3ju,Rahmad Bin Abdullah,Malaysian,4.7,Kuala Lumpur,252,23,324
a3nu,AKS Corner,Indian,4.8,Kuala Lumpur,11,1,12
a3uu,Hadramout Express,Middle Eastern,4.7,Kuala Lumpur,3,1,4
a3va,新天地小炒(Medan Selera Mega),Chinese,4.7,Kuala Lumpur,39,3,59
a3zc,Soya Soya,Asian,4.8,Kuala Lumpur,13,4,20
a4dq,Nasi Ayam Ibu,Noodles,4.8,Kuala Lumpur,10,1,13
a4j3,Astaka Western Corner,European,5.0,Kuala Lumpur,1,0,1
a4jf,Laksa Utara Kak Ani,Laksa,4.7,Kuala Lumpur,30,4,34
a4nb,Quivo (Pavilion),Italian,4.8,Kuala Lumpur,5,0,5
a4tt,Restoran Hock Kee Ulu Yam Loh Mee (OUG),Noodles,4.4,Kuala Lumpur,59,5,68
a5ag,Niamh Coffee & Dessert - Kampung Baru,Beverages,5.0,Kuala Lumpur,1,0,1
a5ru,DOVE CAFE @Melawati Mall,Western,4.4,Kuala Lumpur,6,1,7
a6au,arzu restaurant,Malaysian,3.7,Kuala Lumpur,17,3,20
a6nf,Restoran 22 Best Corner ( Princess Chicken Rice ),Chicken Rice,4.6,Kuala Lumpur,5,0,5
a6rh,Kedai Makan Hafiz (Pantai Murni 6),Malaysian,4.4,Kuala Lumpur,705,128,932
a6so,HiPro (Bangsar Village),Pancakes & Waffles,4.5,Kuala Lumpur,1,0,1
a6yo,The Rice,Chinese,4.8,Kuala Lumpur,5,1,6
a7dx,BeRempahh! (Mytown),Roti Canai,4.7,Kuala Lumpur,2,0,2
a7yn,Wan Tan Mee@ Restoran Sepetang,Noodles,4.4,Kuala Lumpur,7,1,8
a7yv,Mama Tako & Sushi-KitchenCo Bangsar,Asian,4.0,Kuala Lumpur,16,2,18
a8hf,S Double One Restaurant (Hartamas),Chicken,4.2,Kuala Lumpur,5,1,6
a8ka,Everest Kitchen Restaurant,Chicken,4.5,Kuala Lumpur,16,4,33
a8tp,PastryVille Cafe (1 Mont Kiara),Cakes,4.2,Kuala Lumpur,1,0,1
a8wq,Hock Noodle House,Noodles,4.6,Kuala Lumpur,11,1,14
a92s,Lettuce & Rise (Exchange 106 @ TRX),Seafood,4.2,Kuala Lumpur,6,0,6
a9xy,Da Long Yi Hotpot (Bukit Bintang),Asian,4.3,Kuala Lumpur,1,0,1
aa0j,Hadramawt Kitchen (Ampang),Asian,4.5,Kuala Lumpur,12,0,12
aa5a,RESTORAN NASI KANDAR AL RAHMAT,Asian,4.4,Kuala Lumpur,1,0,1
ac0p,Rojak & Cendol Salak Selatan,Desserts,4.4,Kuala Lumpur,34,4,39
ac2y,Budak Buncit Patin Tempoyak,Malaysian,4.7,Kuala Lumpur,1,0,1
ac4h,Cakoi @ Restaurant Vari Delicious,Dim Sum ,4.4,Kuala Lumpur,12,2,14
acgc,Alminah Chinese Muslim Food - Ceruk,Malaysian,5.0,Kuala Lumpur,1,0,1
acz2,Neurally Cafe,Healthy,2.2,Kuala Lumpur,2,0,2
ad66,CMZ Tomyam,Malaysian,5.0,Kuala Lumpur,2,0,2
adap,Auntie Seow Hakka Style Kitchen - Taman bamboo,Chinese,4.6,Kuala Lumpur,4,0,4
ado4,Better Meals 点一餐@Bangsar South,Chinese,4.5,Kuala Lumpur,60,3,63
ae4c,AB-Express (Al-Bidayah),Malaysian,2.2,Kuala Lumpur,1,0,1
ae9n,FISHERMEN YONG TAU FOO,Chinese,4.6,Kuala Lumpur,2,0,2
af2p,Korean Kitchen @ Wisma UOA,Korean,5.0,Kuala Lumpur,1,0,1
af8p,Nutty Apam Balik,Desserts,4.9,Kuala Lumpur,5,0,5
ah9c,Master Don x Just Kitchen,Curry,4.4,Kuala Lumpur,6,1,7
ai6w,K88霸王饭 Ba Wang Fan Mix Rice,Chinese,5.0,Kuala Lumpur,10,0,10
ai82,BABA HUR Turkish Street Food,Wraps,4.7,Kuala Lumpur,31,3,36
ai8m,Prawn Mee @ Sunny Food Republic,Soups,4.4,Kuala Lumpur,3,1,7
aif7,Restaurant DarSA,Chicken,4.5,Kuala Lumpur,3,0,3
aise,Kedai Mamak Husin,Chicken,4.4,Kuala Lumpur,2,0,2
aizg,Kedai Kopi Malaya (KL Gateway),Malaysian,4.8,Kuala Lumpur,10,0,10
aj41,Mirage Coffee (Damansara Heights),Beverages,4.9,Kuala Lumpur,2,0,2
aj4i,US Pizza (Jalan Ipoh),Pizza,4.5,Kuala Lumpur,48,2,50
aj50,TURKISH DONER KEBAB,Shawarma,4.6,Kuala Lumpur,59,2,65
ak66,Canning Heritage Express (Melawati Mall),Chicken,4.5,Kuala Lumpur,5,0,5
ak8b,Kak Zah Nasi Berlauk,Asian,4.9,Kuala Lumpur,58,12,86
akdy,BRADER PISANG CHEESE,Malaysian,4.8,Kuala Lumpur,26,0,26
akqn,Mau Coffee,Desserts,5.0,Kuala Lumpur,3,0,3
akxq,Daporlah (Setapak Central),Malaysian,4.7,Kuala Lumpur,9,1,10
ala2,The A'Pasembor,Malaysian,4.9,Kuala Lumpur,1,1,2
alfb,Aneka Sup Bakso,Soups,3.8,Kuala Lumpur,3,0,3
alo0,Today's by Dalton Cafe,Desserts,4.9,Kuala Lumpur,42,5,52
alwu,Claypot Sifu 煲你喜歡,Asian,5.0,Kuala Lumpur,6,0,6
am44,Bachelor Point Restaurant and Cafe,Indian,3.9,Kuala Lumpur,51,5,62
am6c,Black Bukhar,Malaysian,5.0,Kuala Lumpur,1,0,1
amg7,Just Kin Thai x Just Kitchen - Bukit Bintang,Chicken,4.4,Kuala Lumpur,3,0,3
amlr,Kimchirang,Korean,3.5,Kuala Lumpur,3,0,3
ammc,"118 Papa Mama Thai Restaurant",Thai,4.7,Kuala Lumpur,26,2,30
an2x,Penyet Suroboyo (Melawati Mall),Ayam Penyet,3.7,Kuala Lumpur,20,3,23
an6g,GCK JUNCTION CAFE,Malaysian,4.1,Kuala Lumpur,22,0,22
anl9,Chef Ma Mee Tarik,Chinese,4.6,Kuala Lumpur,6,0,6
aore,Beef Noodles (LuK DING JI 陆鼎记 - Yulek),Asian,4.6,Kuala Lumpur,13,2,15
apw4,Nasi Dagang 1977,Asian,5.0,Kuala Lumpur,17,1,19
aq8n,軒陽 Xuan Oriental Cuisines,Malaysian,5.0,Kuala Lumpur,1,1,2
aq8u,Bakso Gerobak,Soups,4.9,Kuala Lumpur,11,1,12
aqsl,Izz Tomyam,Malaysian,4.6,Kuala Lumpur,436,65,568
ar1o,APAM BALIK UKAY BISTARI,Pancakes & Waffles,4.5,Kuala Lumpur,15,0,15
arte,AIR PANAS FOOD COURT,Chinese,4.7,Kuala Lumpur,10,3,19
as0h,TITI JIA XIANG,Chinese,4.3,Kuala Lumpur,13,1,14
asd9,Bardy Bites,Halal,4.8,Kuala Lumpur,4,0,4
asra,Big Boy Recipe,Malaysian,5.0,Kuala Lumpur,2,0,2
at10,ThePantry (Sentul),Malaysian,5.0,Kuala Lumpur,1,0,1
audv,ROTI JOHN MOZA LEEYA,Asian,4.7,Kuala Lumpur,121,18,149
avhl,Ayam Penyet Orindo & Aneka Lauk Pauk,Asian,2.9,Kuala Lumpur,2,1,3
avku,Burger & Roti John Labu Labi,Sandwiches,4.6,Kuala Lumpur,79,8,88
avlg,Burger Ali Kerinchi,Burgers,4.6,Kuala Lumpur,23,2,25
avnk,Marinero Mediterranean Dining & Bar,Mediterranean,4.9,Kuala Lumpur,2,0,2
aw1r,"Brother Bubur - KL Night Street,",Malaysian,4.8,Kuala Lumpur,2,0,2
aw37,RAYYAN KITCHEN - Jalan Loke Yew,Burgers,4.2,Kuala Lumpur,4,1,5
aw8m,Italian Pizza & Pasta,Pizza,3.2,Kuala Lumpur,18,0,18
ax1a,The Yard (KitchenCo),Bread,4.4,Kuala Lumpur,3,0,3
axoa,Bagh e Zaitoon Restaurant,Asian,4.9,Kuala Lumpur,9,1,10
axte,H & H Seafood & Ikan Bakar,Malaysian,3.9,Kuala Lumpur,2,0,2
aycz,Pho Viet Restaurant,Noodles,5.0,Kuala Lumpur,1,0,1
b0bd,NASI GORENG BANTAL,Fried Rice,4.9,Kuala Lumpur,5,0,5
b0t0,Nasi Kukus Mak Ayah @Cafe Umie&Co.,Nasi Kukus,4.5,Kuala Lumpur,5,0,5
b0t8,Happy Lemon (Berjaya Times Square),Beverages,4.9,Kuala Lumpur,4,0,4
b13w,KorFry (Lalaport),Korean,4.9,Kuala Lumpur,4,0,4
b1ll,Home Noodle (Sri Petaling),Soups,4.3,Kuala Lumpur,3,0,3
b1qo,ASTAKA CHEESE NAAN,Middle Eastern,4.4,Kuala Lumpur,55,6,68
b2im,Ginger Thai Express (Mont Kiara),Thai,4.1,Kuala Lumpur,2,0,2
b2xy,Halalroastduck by Duckout,Asian,4.4,Kuala Lumpur,3,0,3
b2yw,Rafa Food - Selera Thai (Kampung Baru),Malaysian,3.9,Kuala Lumpur,31,0,31
b32j,Gorengan Balado,Asian,4.1,Kuala Lumpur,5,1,7
b34o,Khunya Food,Asian,4.5,Kuala Lumpur,5,0,5
b37y,Pop Meals (Wisma Lim Foo Yong),Malaysian,4.6,Kuala Lumpur,21,0,21
b3ko,Keramat Tea (AU3),Beverages,4.8,Kuala Lumpur,44,2,47
b3m5,Abdullah Lee - Foodle (Wangsa Walk Mall),Malaysian,4.7,Kuala Lumpur,2,0,2
b3o1,家婆牌冰室 JPP Hometaste Restaurant,Chinese,4.7,Kuala Lumpur,36,4,42
b3sf,Nasi Lemak Seri Wangi,Nasi Lemak,4.5,Kuala Lumpur,42,5,47
b3vc,Restoran Larkin Corner,Fried Rice,4.5,Kuala Lumpur,17,4,39
b4h1,麻哥哥麻辣香锅MABRO MALA HOTPOT (KEPONG),Chinese,4.6,Kuala Lumpur,9,1,10
b4jv,Pandan Cendol (Taman Pelangi DUKE Highway ),Desserts,4.6,Kuala Lumpur,9,0,9
b4yi,Restoran Sambal Buka Baju,Chicken,4.6,Kuala Lumpur,30,3,34
b5d0,京味面馆小吃 Restoran Ming Jie,Chinese,4.6,Kuala Lumpur,2,0,2
b5fu,Xing Fu Tang (Sri Petaling),Asian,4.7,Kuala Lumpur,25,1,26
b5jf,Tekun mart TBS,Beverages,4.7,Kuala Lumpur,2,0,2
b6dv,Bake by Ngiam,Cakes,4.9,Kuala Lumpur,1,0,1
b6u8,RESTORAN LOON LOON,Malaysian,4.5,Kuala Lumpur,71,14,112
b7br,Ayam Penyet Express (Berjaya Times Square),Ayam Penyet,4.6,Kuala Lumpur,11,1,13
b7ks,Masakan Ala Thai (Stall 9 @ Dataran Maybank),Fried Rice,4.6,Kuala Lumpur,33,7,48
b7mc,House of Malaya (Mont Kiara),Fried Rice,4.3,Kuala Lumpur,4,0,4
b7uk,Cakoi Big Donut,Desserts,4.6,Kuala Lumpur,3,0,3
b7uw,Restoran Sweet Veggie 回味素食馆,Noodles,4.6,Kuala Lumpur,24,5,36
b7zn,Nasi Daging Bakar Rusa Menangis (Kampung Baru),Malaysian,4.8,Kuala Lumpur,173,25,218
b82y,"100 BURGER BAKAR & GRILL",Burgers,3.7,Kuala Lumpur,2,0,2
b8mn,Amphawa Thai Tea & Co (Berjaya Time Square),Seafood,4.6,Kuala Lumpur,8,1,9
b8mo,TASBEEH BOUTIQUE & CAFE,Malaysian,4.4,Kuala Lumpur,31,3,35
b8og,William Snacks House @ Setapak,Asian,4.6,Kuala Lumpur,5,0,5
b8pq,Nasi Ayam Yat (Hainan Style),Rice Dishes,4.8,Kuala Lumpur,67,8,76
b9fw,Gerai Seri Menanti (Ikan Bakar Jalan Bellamy),Malaysian,4.7,Kuala Lumpur,19,1,20
b9ln,Anna Sri Jala,Malaysian,4.7,Kuala Lumpur,101,12,131
b9wc,Fong  Kee Noodles,Chinese,3.6,Kuala Lumpur,2,0,2
banx,HAILAM VEGE KOPITIAM (Kuchai lama),Vegetarian,4.6,Kuala Lumpur,26,4,30
baoz,Kak Ngah Kitchen,Porridge,4.8,Kuala Lumpur,8,1,9
bbqp,Zam corner,Burgers,4.6,Kuala Lumpur,8,0,8
bbtz,Takoyaki Leleh & Nasi Kukus Pertama Complex,Takoyaki,4.7,Kuala Lumpur,19,0,19
bc1c,T1-39 Chee Cheong Fun,Chinese,4.4,Kuala Lumpur,1,0,1
bc2l,Indian Spices Village (Masjid India),Indian,4.0,Kuala Lumpur,33,1,34
bct8,Amber Chinese Muslim Restaurant (Bangsar South),Asian,4.6,Kuala Lumpur,18,4,24
bdlc,MY Bistro,Fried Rice,5.0,Kuala Lumpur,1,0,1
beq4,Yati Murtabak Kampung Baru,Malaysian,4.7,Kuala Lumpur,12,0,12
bf3o,Bai Wan Dao Restaurant (Setapak),Chinese,4.5,Kuala Lumpur,6,0,6
bf43,Hong Zhou Roasted Chicken Rice @ Kopitiam 95 Desa Petaling,Chicken,4.5,Kuala Lumpur,15,1,17
bfnu,Hot Plate@ Food Republic Pavilion KL,Asian,4.5,Kuala Lumpur,2,0,2
bhax,Waffle Riqman,Pancakes & Waffles,4.8,Kuala Lumpur,19,1,20
bhc0,Restoran Gombak Nasi Padang,Soups,4.8,Kuala Lumpur,11,2,16
bhp7,Yi Tang Dessert,Asian,3.9,Kuala Lumpur,3,0,3
bi9p,Dong Mun Ipoh Chicken Noodle,Chinese,4.7,Kuala Lumpur,2,0,2
bip9,Siput Sedut Pekat Likat,Malaysian,4.9,Kuala Lumpur,3,2,7
biy3,SOTONG RAJA SRI PENARA,Snacks,4.8,Kuala Lumpur,1,1,3
bjix,Fatty Mok Hakka Yong Tau Foo,Chinese,4.6,Kuala Lumpur,58,8,80
bkhp,Restoran Meng Kee 明记家乡小食店,Asian,4.9,Kuala Lumpur,23,1,24
bki1,Joe Rider Selera Pantai Timur,Malaysian,4.7,Kuala Lumpur,28,6,36
bkwq,Sushi Kazoku (Sunway Putra Mall),Japanese,4.2,Kuala Lumpur,15,1,16
bllf,Roti John Reetz KL,Chicken,4.9,Kuala Lumpur,32,2,34
bmzc,Restoran Al Munawwarah,Asian,4.6,Kuala Lumpur,31,4,35
bnhb,CAKOI & NASI LEMAK CIK ROS,Malaysian,4.8,Kuala Lumpur,64,9,74
boay,Nasi Kandar Langkawi (Kedai tepi sungai),Nasi Kandar,4.7,Kuala Lumpur,68,11,109
boh6,Nyonya Tingkat Signature (Bangsar South),Chicken,4.4,Kuala Lumpur,1,0,1
bptt,Briyani Lentok - Foodle (Kuchai Lama),Asian,3.9,Kuala Lumpur,1,0,1
bpw7,RESTORAN HASLAM,Malaysian,4.6,Kuala Lumpur,72,9,87
bpy8,Ah Keong Fried Kuey Teow @ Restaurant Desa Petaling,Kuey Teow,4.5,Kuala Lumpur,4,0,4
bqff,EAT NOW WRAPS,Malaysian,5.0,Kuala Lumpur,2,0,2
bqzv,Aiman MUnZA Tomyam,Malaysian,3.3,Kuala Lumpur,2,0,2
br2e,Al-Karomah,Asian,4.9,Kuala Lumpur,3,0,3
br88,Corndog By Nurul Lee,Malaysian,4.7,Kuala Lumpur,3,0,3
brx6,WARUNG SINGGAH MAKAN MAK HO,Malaysian,4.7,Kuala Lumpur,15,3,18
bseb,Restoran K.T.L,Rice Dishes,4.7,Kuala Lumpur,9,2,11
bsqj,CHOCOLOCO CAFFE (BTS),Pancakes & Waffles,2.2,Kuala Lumpur,1,0,1
bt4x,Zaraaa Tomyam,Malaysian,4.9,Kuala Lumpur,1,0,1
btaw,Ding Yuan Roasted,Chinese,1.0,Kuala Lumpur,1,0,1
btc7,AmirChick@Taman Selaseh,Malaysian,4.6,Kuala Lumpur,12,2,14
btde,ANA YONG TAW FOO,Asian,4.7,Kuala Lumpur,13,1,14
bubd,Daily Fresh (Setapak Central Mall ),Asian,5.0,Kuala Lumpur,2,0,2
but7,Grab and Go KL,Snacks,4.7,Kuala Lumpur,3,1,4
bvly,Lil’ Toasty Cafe - Cheras Perdana,Asian,2.6,Kuala Lumpur,2,0,2
bwlm,SIAKAP MENANGIS,Fried Rice,4.6,Kuala Lumpur,54,7,64
bx0p,吴孃孃骨汤米粉 Wu Niang Niang Noodle Restaurant,Asian,4.9,Kuala Lumpur,3,0,3
bx4o,"Urban Ground Express - Belacan Laa, Chic Ole, One Bite Dim Sum, Gratzi Coffee",Asian,4.0,Kuala Lumpur,4,0,4
bxkr,NR Food Station,Malaysian,4.9,Kuala Lumpur,1,0,1
bxyn,Hadramawt Grill (OUG Parklane),Shawarma,3.3,Kuala Lumpur,14,0,14
bxzo,Jz Bakery,Cakes,4.8,Kuala Lumpur,18,2,21
by7b,Abdullah Lee - Foodle (Kuchai Lama),Malaysian,3.0,Kuala Lumpur,1,0,1
byca,IHR Corner,Malaysian,4.6,Kuala Lumpur,342,53,452
byll,NASI KANDAR ROYALE ALIF,Chicken,4.5,Kuala Lumpur,14,1,15
bz7p,Ikat Tepi Kopi,Asian,4.7,Kuala Lumpur,1,0,1
bzbl,CHEEZZA CORNDOG & AYAM CHEESE,Malaysian,4.7,Kuala Lumpur,24,2,26
bzdi,Jom Lok Lok,Asian,3.9,Kuala Lumpur,2,0,2
c0fj,ONN KEE CLAYPOT SEAFOOD PORRIDGE,Porridge,4.3,Kuala Lumpur,7,1,8
c0gn,Nur Sinar Delicious,Nasi Lemak,4.4,Kuala Lumpur,30,3,35
c0gv,Rara D Salai,Nasi Kerabu,4.6,Kuala Lumpur,26,2,28
c0lm,Peter pork noodles@Brickfields,Noodles,4.8,Kuala Lumpur,36,4,41
c0xz,Malay Cuisine,Nasi Kerabu,1.8,Kuala Lumpur,6,0,6
c0y4,Five Grains Fish Bee Hoon - Sri Petaling,Asian,4.0,Kuala Lumpur,2,0,2
c11l,Kantin Mek Rah (the cup),Malaysian,4.4,Kuala Lumpur,1,0,1
c16l,Nasi Ayam Kunyit Ustazah 6.99,Asian,2.2,Kuala Lumpur,3,1,4
c1dm,Black Canyon Restaurant (AEON Alpha Angle),Western,4.5,Kuala Lumpur,34,4,42
c1eg,Bean Jr. (Sri Petaling),Desserts,4.4,Kuala Lumpur,42,1,43
c1nr,NASI LEMAK KUKUS TOK AMI,Nasi Lemak,4.7,Kuala Lumpur,76,9,91
c1wp,Luck Bros Kopi,Malaysian,3.0,Kuala Lumpur,9,0,9
c2dp,Restoran Sri Paandi,Indian,4.5,Kuala Lumpur,52,5,59
c2h9,DZ.Burger Bangsar,Burgers,4.7,Kuala Lumpur,27,2,30
c2hk,Restoran Dapur Sarawak,Noodles,4.8,Kuala Lumpur,62,5,67
c2kf,"Oiso (Bangsar South City, KL)",Korean,4.4,Kuala Lumpur,7,0,7
c2qo,Malay Style (Medan Selera Pertama),Fried Rice,4.4,Kuala Lumpur,2,0,2
c2yf,The Ship (Bukit Bintang),Western,4.8,Kuala Lumpur,2,0,2
c34c,Thong Kee Cafe (Setapak),Asian,4.6,Kuala Lumpur,92,9,103
c36p,Pak Syed Nasi Kuning (Kampung Baru),Chicken,4.5,Kuala Lumpur,2,0,2
c3di,Orient House,Shawarma,4.7,Kuala Lumpur,64,10,89
c3dt,"Ali, Muthu & Ah Hock Kopitiam (Publika)",Malaysian,4.5,Kuala Lumpur,41,4,45
c3fg,After One,Western,4.6,Kuala Lumpur,11,1,12
c47a,Kari Puff Abe Yus (Publika),Chicken,4.5,Kuala Lumpur,5,1,6
c4f0,FOLOSO Vegetarian Cuisine,Vegetarian,4.9,Kuala Lumpur,2,0,2
c4m9,Anjappar Restaurant (Leboh Ampang),Indian,4.3,Kuala Lumpur,9,2,12
c4wl,GOLDEN SPICE BISTRO,International,4.8,Kuala Lumpur,10,0,10
c4yj,Nasi Kalut Jalan Doraisamy,Chicken,4.8,Kuala Lumpur,20,5,31
c54s,Restoran Amjal,Ayam Penyet,4.7,Kuala Lumpur,9,2,11
c5h2,Restoran Mandala,Sushi,4.6,Kuala Lumpur,28,7,40
c5ig,Vishal Food,Indian,4.5,Kuala Lumpur,27,5,33
c5jn,J.CO Donuts & Coffee (PAVILION),Bread,4.8,Kuala Lumpur,126,5,131
c5os,"2nd Corner@bujang.",Malaysian,4.8,Kuala Lumpur,96,24,154
c6bm,KARIM ROTI CANAI,Roti Canai,4.6,Kuala Lumpur,56,2,65
c6hl,HMK AYAM PENYET,Ayam Penyet,4.7,Kuala Lumpur,26,6,34
c6p6,Apam Balik @ Sungai Besi D'Laman Rasa,Asian,4.7,Kuala Lumpur,24,3,28
c6tc,NASI KANDAR UTARA CHEF BOS,Asian,3.9,Kuala Lumpur,2,0,2
c6zy,Poksu Corner,Tom Yum,4.6,Kuala Lumpur,4,0,4
c7mi,Ayam Kicap Tok (Klang Lama),Malaysian,4.3,Kuala Lumpur,2,0,2
c8c7,Ola Lina,Asian,4.2,Kuala Lumpur,29,6,41
c8ch,TANJAKCREW CAFE,Pasta,4.7,Kuala Lumpur,12,0,12
c8hg,Street Churros (Pavilion Bukit Jalil),Snacks,4.6,Kuala Lumpur,8,1,9
c8tf,Rice House @ PPD,Seafood,4.2,Kuala Lumpur,32,2,36
c8z0,Sushi Monster,Japanese,4.6,Kuala Lumpur,10,4,17
c9eq,MELUR CORNER,Fried Rice,4.5,Kuala Lumpur,33,9,49
c9j9,D'PAOH FOOD ZONE,Malaysian,4.6,Kuala Lumpur,18,1,20
c9ki,kopi dua darjat (pantai dalam),Malaysian,2.8,Kuala Lumpur,1,0,1
c9nb,USTAZAH CORNER,Nasi Lemak,4.5,Kuala Lumpur,52,8,63
c9ry,Chicken Rice - Quizinn NU Sentral,Chicken,4.6,Kuala Lumpur,2,0,2
cafh,Restoran Gani Maju,Asian,2.3,Kuala Lumpur,2,0,2
cald,Salad Lab,Asian,2.2,Kuala Lumpur,1,0,1
casa,Mayo Boy Burger Api (Chan Sow Lin),Asian,4.2,Kuala Lumpur,4,0,4
cbqe,Paradise Reyan Restaurant (Times Square),Middle Eastern,3.8,Kuala Lumpur,23,4,27
cckn,MK KOPITIAM,Asian,1.0,Kuala Lumpur,1,0,1
cct2,Gangnam Bunsik,Asian,4.8,Kuala Lumpur,7,0,7
cd6j,Ayam Gepuk Express,Malaysian,4.6,Kuala Lumpur,63,7,72
cdnp,Ayam Penyet Ikka,Asian,5.0,Kuala Lumpur,2,0,2
cdoc,白咖喱( 南风食堂 )White Curry Laksa (Nan Feng Canteen),Malaysian,4.6,Kuala Lumpur,8,0,8
cdsr,HADRAMAWT EXPRESS (Kepong),Sandwiches,4.7,Kuala Lumpur,45,9,59
ce3s,D'Nats Bukit Jalil,Asian,3.7,Kuala Lumpur,5,1,8
ce7i,Corndott Cheese Viral Sungai Buloh,Western,4.9,Kuala Lumpur,4,1,5
ce8u,Nasken Coffee (DBKL),Beverages,4.9,Kuala Lumpur,4,0,4
cf1u,RESTORAN KADER'S CORNER,Asian,4.5,Kuala Lumpur,85,11,120
cgcs,Nuby’s Chikin,Fast Food,5.0,Kuala Lumpur,1,0,1
cgxm,Restaurant Jin Xuan Hong Kong (Kuchai Lama),Dim Sum ,4.7,Kuala Lumpur,69,15,94
cgz9,Bubur Lambuk Haji Ismail,Porridge,4.7,Kuala Lumpur,68,13,95
ch0l,Kim Lian Kee,Chinese,4.4,Kuala Lumpur,16,3,19
ch5m,D Azhar Sambal gepok,Malaysian,4.7,Kuala Lumpur,4,1,5
chqi,"Ikan Bakar Chong Hwa (Jln petaling, China Town)",Malaysian,4.5,Kuala Lumpur,1,0,1
chz0,Warung Buloh Desa Anggerik,Malaysian,4.7,Kuala Lumpur,21,3,25
cibt,Warung Roti Titab (Sentul),Asian,5.0,Kuala Lumpur,11,0,11
cink,CEYLON KITCHEN,Fried Rice,4.7,Kuala Lumpur,3,2,6
cirm,( ORIGINAL ) Pak Yop Tip Top 1,Malaysian,4.5,Kuala Lumpur,196,22,238
cjn6,MyBowls (Wangsa Walk),Japanese,3.7,Kuala Lumpur,5,0,5
cjnz,Warung Koodap Koodap,Malaysian,4.4,Kuala Lumpur,14,1,15
cjog,Cheezy Hut,Western,5.0,Kuala Lumpur,1,0,1
cjvw,Jamboo KL (Jalan Tun H S Lee),Malaysian,4.9,Kuala Lumpur,2,0,2
cjw9,Radhuni Bilash Restaurant,Asian,4.5,Kuala Lumpur,13,1,15
ck5l,Laksa Sifu 叻沙师傅,Malaysian,3.6,Kuala Lumpur,1,0,1
ck6k,Sri Melati Seafood,Malaysian,4.6,Kuala Lumpur,1,0,1
ck9o,Restoran Sayur Sayuran Tian Xiang Yuan 天香苑,Rice Dishes,4.8,Kuala Lumpur,1,1,2
ckab,Q House 港湾茶餐厅,Asian,4.5,Kuala Lumpur,27,3,32
ckmi,Warung Roti Canai Jamal,Roti Canai,4.7,Kuala Lumpur,14,1,15
ckxg,Restoran Al-Barkat (Pekeliling Busines Centre),Asian,3.2,Kuala Lumpur,2,1,3
ckzg,SEBUMBONG KL CAFE,Malaysian,4.9,Kuala Lumpur,1,0,1
cl2r,WOOSS Sri Petaling,Beverages,1.0,Kuala Lumpur,1,0,1
clbk,Chicky Cheese,Chicken,4.7,Kuala Lumpur,32,5,38
clc3,Nasi Ayam Ibu (Bangsar),Fried Rice,4.5,Kuala Lumpur,39,7,49
clt0,CHIZU (KL Gateway),Asian,4.6,Kuala Lumpur,1,0,1
cn1s,Roti Canai Matnoor,Malaysian,4.6,Kuala Lumpur,55,12,73
cnkq,Laksa Kedah @ Pantai Dalam,Laksa,4.7,Kuala Lumpur,10,2,14
co9g,Okawari (Taman Salak Selatan),Sandwiches,4.9,Kuala Lumpur,3,0,3
cos8,Ridwan Tomyam,Malaysian,4.9,Kuala Lumpur,1,0,1
cpdd,PAK UDA BURGER CRISPY,Burgers,4.7,Kuala Lumpur,109,17,140
cpsm,Juga & Cook - Plaza Damas [Non-Halal],Korean,5.0,Kuala Lumpur,1,0,1
cpxu,FHYPER Takoyaki,Japanese,3.8,Kuala Lumpur,6,0,6
cq8v,Australian Bakery Since 1970 (Mega Mendung),Cakes,5.0,Kuala Lumpur,1,0,1
cqm4,Gigi Coffee (Wisma Lifecare),Beverages,4.8,Kuala Lumpur,6,1,7
crjz,Container Kebab,Fast Food,4.5,Kuala Lumpur,1,0,1
crp0,Lush Gulp,Asian,5.0,Kuala Lumpur,2,0,2
