"year","month","FoodType","averagerating","totalreview"
"2024","02",Pisang Goreng,3.9,35
"2024","02",Pizza,3.0,177
"2024","02",Poke Bowl ,3.6,41
"2024","02",Porridge,3.8,67
"2024","02",Ramen,4.0,5
"2024","02",Rice Dishes,3.7,321
"2024","02",Roti Canai,3.5,1162
"2024","02",Salads,3.9,15
"2024","02",Sandwiches,3.7,200
"2024","02",Satay,4.0,91
"2024","02",Seafood,3.7,235
"2024","02",Shawarma,4.0,190
"2024","02",Snacks,4.0,11
"2024","02",Soups,4.0,158
"2024","02",Sushi,3.5,22
"2024","02",Takoyaki,3.6,55
"2024","02",Thai,3.6,462
"2024","02",Tom Yum,4.2,50
"2024","02",Vegetarian,4.0,62
"2024","02",Western,3.8,222
"2024","02",Wraps,3.6,17
"2024","03",American,2.3,3
"2024","03",Asian,3.6,1182
"2024","03",Ayam Penyet,3.9,149
"2024","03",Beverages,3.8,122
"2024","03",Bread,3.9,30
"2024","03",Briyani,3.5,58
"2024","03",Bubble Tea,2.7,17
"2024","03",Burgers,4.0,263
"2024","03",Cakes,2.8,34
"2024","03",Chicken,3.6,798
"2024","03",Chicken Chop,3.7,41
"2024","03",Chicken Rice,3.4,50
"2024","03",Chinese,3.4,393
"2024","03",Curry,4.4,13
"2024","03",Desserts,3.8,111
"2024","03",Dim Sum ,5.0,2
"2024","03",Dumpling,3.5,8
"2024","03",European,4.5,11
"2024","03",Fast Food,3.1,208
"2024","03",Fried Chicken,3.1,94
"2024","03",Fried Rice,3.4,791
"2024","03",Fries,4.4,8
"2024","03",Healthy,3.3,22
"2024","03",HomeChef,2.0,1
"2024","03",Indian,3.3,414
"2024","03",International,3.6,31
"2024","03",Italian,2.9,17
"2024","03",Japanese,2.7,52
"2024","03",Juice,3.3,14
"2024","03",Korean,3.5,72
"2024","03",Kuey Teow,4.1,16
"2024","03",Laksa,3.3,49
"2024","03",Malaysian,3.6,2439
"2024","03",Mediterranean,5.0,1
"2024","03",Mee Goreng,5.0,2
"2024","03",Middle Eastern,3.7,110
"2024","03",Nasi Kandar,3.3,119
"2024","03",Nasi Kerabu,3.9,47
"2024","03",Nasi Kukus,3.7,123
"2024","03",Nasi Lemak,3.8,287
"2024","03",Noodles,3.5,182
"2024","03",Pancakes & Waffles,4.0,41
"2024","03",Pasta,3.8,79
"2024","03",Pisang Goreng,3.3,6
"2024","03",Pizza,2.6,59
"2024","03",Poke Bowl ,3.9,22
"2024","03",Porridge,4.4,22
"2024","03",Ramen,4.5,4
"2024","03",Rice Dishes,3.3,164
"2024","03",Roti Canai,3.3,540
"2024","03",Salads,3.4,8
"2024","03",Sandwiches,3.6,89
"2024","03",Satay,3.9,36
"2024","03",Seafood,3.3,84
"2024","03",Shawarma,3.7,72
"2024","03",Snacks,2.8,4
"2024","03",Soups,3.3,78
"2024","03",Sushi,3.9,11
"2024","03",Takoyaki,2.5,16
"2024","03",Thai,3.4,235
"2024","03",Tom Yum,3.7,9
"2024","03",Vegetarian,4.1,46
"2024","03",Western,3.8,115
"2024","03",Wraps,4.0,10
